,ISCO-Code,Stellung im Beruf,is_supervisor,self_employed,n_employees,Anzahl,control_work,control_daily,Bezeichnung
4800,5241,Selbstständige mit Beschäftigten,0,1,5.0,420,4,2,Mannequins/Dressmen und sonstige Modelle
4805,5241,Selbstständige ohne Beschäftigte,0,1,0.0,640,4,2,Mannequins/Dressmen und sonstige Modelle
4810,5242,Selbstständige mit Beschäftigten,0,1,5.0,360,4,2,Produktvorführer
4815,5242,Selbstständige ohne Beschäftigte,0,1,0.0,1050,4,2,Produktvorführer
4820,5243,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Haustürverkäufer
4825,5243,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Haustürverkäufer
4830,5244,Selbstständige mit Beschäftigten,0,1,5.0,2480,4,2,Telefonverkäufer
4835,5244,Selbstständige ohne Beschäftigte,0,1,0.0,3940,4,2,Telefonverkäufer
4840,5245,Selbstständige mit Beschäftigten,0,1,5.0,780,4,2,Tankwarte
4845,5245,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Tankwarte
4850,5246,Selbstständige mit Beschäftigten,0,1,5.0,8990,4,2,Imbissverkäufer
4855,5246,Selbstständige ohne Beschäftigte,0,1,0.0,4200,4,2,Imbissverkäufer
4860,5249,Selbstständige mit Beschäftigten,0,1,5.0,1210,4,2,"Verkaufskräfte, anderweitig nicht genannt"
4865,5249,Selbstständige ohne Beschäftigte,0,1,0.0,900,4,2,"Verkaufskräfte, anderweitig nicht genannt"
4870,5311,Selbstständige mit Beschäftigten,0,1,5.0,7910,4,2,Kinderbetreuer
4875,5311,Selbstständige ohne Beschäftigte,0,1,0.0,22660,4,2,Kinderbetreuer
4880,5312,Selbstständige mit Beschäftigten,0,1,5.0,270,4,2,Lernbetreuer
4885,5312,Selbstständige ohne Beschäftigte,0,1,0.0,1610,4,2,Lernbetreuer
4890,5321,Selbstständige mit Beschäftigten,0,1,5.0,1340,4,2,Pflegehelfer
4895,5321,Selbstständige ohne Beschäftigte,0,1,0.0,2240,4,2,Pflegehelfer
4900,5322,Selbstständige mit Beschäftigten,0,1,5.0,1170,4,2,Haus- und Familienpfleger
4905,5322,Selbstständige ohne Beschäftigte,0,1,0.0,3490,4,2,Haus- und Familienpfleger
4910,5329,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt"
4915,5329,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt"
4920,5411,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Feuerwehrleute
4925,5411,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Feuerwehrleute
4930,5412,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Polizisten (ohne Polizeikommissare)
4935,5412,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Polizisten (ohne Polizeikommissare)
4940,5413,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Gefängnisaufseher
4945,5413,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Gefängnisaufseher
4950,5414,Selbstständige mit Beschäftigten,0,1,5.0,1580,4,2,Sicherheitswachpersonal
4955,5414,Selbstständige ohne Beschäftigte,0,1,0.0,1230,4,2,Sicherheitswachpersonal
4960,5419,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt"
4965,5419,Selbstständige ohne Beschäftigte,0,1,0.0,320,4,2,"Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt"
4970,6111,Selbstständige mit Beschäftigten,0,1,5.0,970,4,2,Ackerbauern und Gemüseanbauer
4975,6111,Selbstständige ohne Beschäftigte,0,1,0.0,650,4,2,Ackerbauern und Gemüseanbauer
4980,6112,Selbstständige mit Beschäftigten,0,1,5.0,5040,4,2,Baum- und Strauchfrüchteanbauer
4985,6112,Selbstständige ohne Beschäftigte,0,1,0.0,2550,4,2,Baum- und Strauchfrüchteanbauer
4990,6113,Selbstständige mit Beschäftigten,0,1,5.0,29050,4,2,"Gärtner, Saat- und Pflanzenzüchter"
4995,6113,Selbstständige ohne Beschäftigte,0,1,0.0,15030,4,2,"Gärtner, Saat- und Pflanzenzüchter"
5000,6114,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Fachkräfte in der Mischkulturlandwirtschaft
5005,6114,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Fachkräfte in der Mischkulturlandwirtschaft
5010,6121,Selbstständige mit Beschäftigten,0,1,5.0,3500,4,2,Nutztierhalter (ohne Geflügel) und Milchproduzenten
5015,6121,Selbstständige ohne Beschäftigte,0,1,0.0,2570,4,2,Nutztierhalter (ohne Geflügel) und Milchproduzenten
5020,6122,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Geflügelhalter
5025,6122,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Geflügelhalter
5030,6123,Selbstständige mit Beschäftigten,0,1,5.0,400,4,2,Imker und Seidenraupenzüchter
5035,6123,Selbstständige ohne Beschäftigte,0,1,0.0,570,4,2,Imker und Seidenraupenzüchter
5040,6129,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Tierhalter, anderweitig nicht genannt"
5045,6129,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Tierhalter, anderweitig nicht genannt"
5050,6130,Selbstständige mit Beschäftigten,0,1,5.0,58570,4,2,Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)
5055,6130,Selbstständige ohne Beschäftigte,0,1,0.0,42880,4,2,Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)
5060,6210,Selbstständige mit Beschäftigten,0,1,5.0,1550,4,2,Forstarbeitskräfte und verwandte Berufe
5065,6210,Selbstständige ohne Beschäftigte,0,1,0.0,1690,4,2,Forstarbeitskräfte und verwandte Berufe
5070,6221,Selbstständige mit Beschäftigten,0,1,5.0,250,4,2,Fachkräfte im Bereich Aquakultur
5075,6221,Selbstständige ohne Beschäftigte,0,1,0.0,230,4,2,Fachkräfte im Bereich Aquakultur
5080,6222,Selbstständige mit Beschäftigten,0,1,5.0,460,4,2,Binnen- und Küstenfischer
5085,6222,Selbstständige ohne Beschäftigte,0,1,0.0,260,4,2,Binnen- und Küstenfischer
5090,6223,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Hochseefischer
5095,6223,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Hochseefischer
5100,6224,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Jäger und Fallensteller
5105,6224,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Jäger und Fallensteller
5110,6310,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Ackerbauern für den Eigenbedarf
5115,6310,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Ackerbauern für den Eigenbedarf
5120,6320,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Nutztierhalter für den Eigenbedarf
5125,6320,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Nutztierhalter für den Eigenbedarf
5130,6330,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Ackerbauern und Nutztierhalter (ohne ausgeprägten Schwerpunkt) für den Eigenbedarf
5135,6330,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Ackerbauern und Nutztierhalter (ohne ausgeprägten Schwerpunkt) für den Eigenbedarf
5140,6340,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Fischer, Jäger, Fallensteller und Sammler für den Eigenbedarf"
5145,6340,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Fischer, Jäger, Fallensteller und Sammler für den Eigenbedarf"
5150,7111,Selbstständige mit Beschäftigten,0,1,5.0,1930,4,2,Rohbaufacharbeiter im Hochbau
5155,7111,Selbstständige ohne Beschäftigte,0,1,0.0,1890,4,2,Rohbaufacharbeiter im Hochbau
5160,7112,Selbstständige mit Beschäftigten,0,1,5.0,8740,4,2,Maurer und verwandte Berufe
5165,7112,Selbstständige ohne Beschäftigte,0,1,0.0,6750,4,2,Maurer und verwandte Berufe
5170,7113,Selbstständige mit Beschäftigten,0,1,5.0,2150,4,2,"Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer"
5175,7113,Selbstständige ohne Beschäftigte,0,1,0.0,1250,4,2,"Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer"
5180,7114,Selbstständige mit Beschäftigten,0,1,5.0,5090,4,2,"Betonierer, Betonoberflächenfertiger und verwandte Berufe"
5185,7114,Selbstständige ohne Beschäftigte,0,1,0.0,2430,4,2,"Betonierer, Betonoberflächenfertiger und verwandte Berufe"
5190,7115,Selbstständige mit Beschäftigten,0,1,5.0,10180,4,2,Zimmerleute und Bautischler
5195,7115,Selbstständige ohne Beschäftigte,0,1,0.0,9240,4,2,Zimmerleute und Bautischler
5200,7119,Selbstständige mit Beschäftigten,0,1,5.0,2570,4,2,"Baukonstruktions- und verwandte Berufe, anderweitig nicht genannt"
5205,7119,Selbstständige ohne Beschäftigte,0,1,0.0,1530,4,2,"Baukonstruktions- und verwandte Berufe, anderweitig nicht genannt"
5210,7121,Selbstständige mit Beschäftigten,0,1,5.0,6370,4,2,Dachdecker
5215,7121,Selbstständige ohne Beschäftigte,0,1,0.0,2900,4,2,Dachdecker
5220,7122,Selbstständige mit Beschäftigten,0,1,5.0,15450,4,2,Boden- und Fliesenleger
5225,7122,Selbstständige ohne Beschäftigte,0,1,0.0,15080,4,2,Boden- und Fliesenleger
5230,7123,Selbstständige mit Beschäftigten,0,1,5.0,16190,4,2,Stuckateure
5235,7123,Selbstständige ohne Beschäftigte,0,1,0.0,17800,4,2,Stuckateure
5240,7124,Selbstständige mit Beschäftigten,0,1,5.0,420,4,2,Isolierer
5245,7124,Selbstständige ohne Beschäftigte,0,1,0.0,300,4,2,Isolierer
5250,7125,Selbstständige mit Beschäftigten,0,1,5.0,1370,4,2,Glaser
5255,7125,Selbstständige ohne Beschäftigte,0,1,0.0,490,4,2,Glaser
5260,7126,Selbstständige mit Beschäftigten,0,1,5.0,14790,4,2,Bauspengler und Sanitär- und Heizungsinstallateure
5265,7126,Selbstständige ohne Beschäftigte,0,1,0.0,5730,4,2,Bauspengler und Sanitär- und Heizungsinstallateure
5270,7127,Selbstständige mit Beschäftigten,0,1,5.0,890,4,2,Klima- und Kälteanlagenbauer
5275,7127,Selbstständige ohne Beschäftigte,0,1,0.0,310,4,2,Klima- und Kälteanlagenbauer
5280,7131,Selbstständige mit Beschäftigten,0,1,5.0,11300,4,2,Maler und verwandte Berufe
5285,7131,Selbstständige ohne Beschäftigte,0,1,0.0,8340,4,2,Maler und verwandte Berufe
5290,7132,Selbstständige mit Beschäftigten,0,1,5.0,4580,4,2,Lackierer und verwandte Berufe
5295,7132,Selbstständige ohne Beschäftigte,0,1,0.0,2420,4,2,Lackierer und verwandte Berufe
5300,7133,Selbstständige mit Beschäftigten,0,1,5.0,4340,4,2,Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer
5305,7133,Selbstständige ohne Beschäftigte,0,1,0.0,860,4,2,Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer
5310,7211,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Former und Kernmacher (für Metallguss)
5315,7211,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Former und Kernmacher (für Metallguss)
5320,7212,Selbstständige mit Beschäftigten,0,1,5.0,1280,4,2,Schweißer und Brennschneider
5325,7212,Selbstständige ohne Beschäftigte,0,1,0.0,1090,4,2,Schweißer und Brennschneider
5330,7213,Selbstständige mit Beschäftigten,0,1,5.0,2200,4,2,Blechkaltverformer
5335,7213,Selbstständige ohne Beschäftigte,0,1,0.0,1380,4,2,Blechkaltverformer
5340,7214,Selbstständige mit Beschäftigten,0,1,5.0,4640,4,2,Baumetallverformer und Metallbauer
5345,7214,Selbstständige ohne Beschäftigte,0,1,0.0,2350,4,2,Baumetallverformer und Metallbauer
5350,7215,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Verspannungsmonteure und Seilspleißer
5355,7215,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Verspannungsmonteure und Seilspleißer
5360,7221,Selbstständige mit Beschäftigten,0,1,5.0,1630,4,2,"Grobschmiede, Hammerschmiede und Schmiedepresser"
5365,7221,Selbstständige ohne Beschäftigte,0,1,0.0,1650,4,2,"Grobschmiede, Hammerschmiede und Schmiedepresser"
5370,7222,Selbstständige mit Beschäftigten,0,1,5.0,3010,4,2,Werkzeugmechaniker und verwandte Berufe
5375,7222,Selbstständige ohne Beschäftigte,0,1,0.0,2020,4,2,Werkzeugmechaniker und verwandte Berufe
5380,7223,Selbstständige mit Beschäftigten,0,1,5.0,2430,4,2,Werkzeugmaschineneinrichter und -bediener
5385,7223,Selbstständige ohne Beschäftigte,0,1,0.0,1120,4,2,Werkzeugmaschineneinrichter und -bediener
5390,7224,Selbstständige mit Beschäftigten,0,1,5.0,480,4,2,"Metallpolierer, Rundschleifer und Werkzeugschärfer"
5395,7224,Selbstständige ohne Beschäftigte,0,1,0.0,560,4,2,"Metallpolierer, Rundschleifer und Werkzeugschärfer"
5400,7231,Selbstständige mit Beschäftigten,0,1,5.0,12630,4,2,Kraftfahrzeugmechaniker und -schlosser
5405,7231,Selbstständige ohne Beschäftigte,0,1,0.0,7290,4,2,Kraftfahrzeugmechaniker und -schlosser
5410,7232,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Flugmotorenmechaniker und -schlosser
5415,7232,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Flugmotorenmechaniker und -schlosser
5420,7233,Selbstständige mit Beschäftigten,0,1,5.0,10160,4,2,Landmaschinen- und Industriemaschinenmechaniker und -schlosser
5425,7233,Selbstständige ohne Beschäftigte,0,1,0.0,5780,4,2,Landmaschinen- und Industriemaschinenmechaniker und -schlosser
5430,7234,Selbstständige mit Beschäftigten,0,1,5.0,1180,4,2,Fahrradmechaniker und verwandte Berufe
5435,7234,Selbstständige ohne Beschäftigte,0,1,0.0,870,4,2,Fahrradmechaniker und verwandte Berufe
5440,7311,Selbstständige mit Beschäftigten,0,1,5.0,1520,4,2,Präzisionsinstrumentenmacher und -instandsetzer
5445,7311,Selbstständige ohne Beschäftigte,0,1,0.0,1030,4,2,Präzisionsinstrumentenmacher und -instandsetzer
5450,7312,Selbstständige mit Beschäftigten,0,1,5.0,790,4,2,Musikinstrumentenbauer und -stimmer
5455,7312,Selbstständige ohne Beschäftigte,0,1,0.0,1020,4,2,Musikinstrumentenbauer und -stimmer
5460,7313,Selbstständige mit Beschäftigten,0,1,5.0,1850,4,2,Schmuckwarenhersteller und Edelmetallbearbeiter
5465,7313,Selbstständige ohne Beschäftigte,0,1,0.0,2580,4,2,Schmuckwarenhersteller und Edelmetallbearbeiter
5470,7314,Selbstständige mit Beschäftigten,0,1,5.0,410,4,2,Keramiker und verwandte Berufe
5475,7314,Selbstständige ohne Beschäftigte,0,1,0.0,1050,4,2,Keramiker und verwandte Berufe
5480,7315,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Glasmacher, -schneider, -schleifer und -veredler"
5485,7315,Selbstständige ohne Beschäftigte,0,1,0.0,220,4,2,"Glasmacher, -schneider, -schleifer und -veredler"
5490,7316,Selbstständige mit Beschäftigten,0,1,5.0,2300,4,2,"Schildermaler, Dekormaler, Graveure und Ätzer"
5495,7316,Selbstständige ohne Beschäftigte,0,1,0.0,2210,4,2,"Schildermaler, Dekormaler, Graveure und Ätzer"
5500,7317,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien"
5505,7317,Selbstständige ohne Beschäftigte,0,1,0.0,430,4,2,"Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien"
5510,7318,Selbstständige mit Beschäftigten,0,1,5.0,240,4,2,"Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien"
5515,7318,Selbstständige ohne Beschäftigte,0,1,0.0,570,4,2,"Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien"
5520,7319,Selbstständige mit Beschäftigten,0,1,5.0,470,4,2,"Kunsthandwerkliche Berufe, anderweitig nicht genannt"
5525,7319,Selbstständige ohne Beschäftigte,0,1,0.0,1600,4,2,"Kunsthandwerkliche Berufe, anderweitig nicht genannt"
5530,7321,Selbstständige mit Beschäftigten,0,1,5.0,3200,4,2,Techniker in der Druckvorstufe
5535,7321,Selbstständige ohne Beschäftigte,0,1,0.0,7000,4,2,Techniker in der Druckvorstufe
5540,7322,Selbstständige mit Beschäftigten,0,1,5.0,1540,4,2,Drucker
5545,7322,Selbstständige ohne Beschäftigte,0,1,0.0,830,4,2,Drucker
5550,7323,Selbstständige mit Beschäftigten,0,1,5.0,310,4,2,Berufe in der Druckweiterverarbeitung und Buchbinder
5555,7323,Selbstständige ohne Beschäftigte,0,1,0.0,320,4,2,Berufe in der Druckweiterverarbeitung und Buchbinder
5560,7411,Selbstständige mit Beschäftigten,0,1,5.0,7410,4,2,Bauelektriker und verwandte Berufe
5565,7411,Selbstständige ohne Beschäftigte,0,1,0.0,5040,4,2,Bauelektriker und verwandte Berufe
5570,7412,Selbstständige mit Beschäftigten,0,1,5.0,3250,4,2,Elektromechaniker und verwandte Berufe
5575,7412,Selbstständige ohne Beschäftigte,0,1,0.0,2250,4,2,Elektromechaniker und verwandte Berufe
5580,7413,Selbstständige mit Beschäftigten,0,1,5.0,250,4,2,Elektroleitungsinstallateure und Wartungspersonal
5585,7413,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Elektroleitungsinstallateure und Wartungspersonal
5590,7421,Selbstständige mit Beschäftigten,0,1,5.0,1290,4,2,Elektroniker und Elektronik-Servicetechniker
5595,7421,Selbstständige ohne Beschäftigte,0,1,0.0,1180,4,2,Elektroniker und Elektronik-Servicetechniker
5600,7422,Selbstständige mit Beschäftigten,0,1,5.0,5620,4,2,Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik
5605,7422,Selbstständige ohne Beschäftigte,0,1,0.0,5860,4,2,Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik
5610,7511,Selbstständige mit Beschäftigten,0,1,5.0,2610,4,2,"Fleischer, Fischhändler und -verarbeiter und verwandte Berufe"
5615,7511,Selbstständige ohne Beschäftigte,0,1,0.0,440,4,2,"Fleischer, Fischhändler und -verarbeiter und verwandte Berufe"
5620,7512,Selbstständige mit Beschäftigten,0,1,5.0,4270,4,2,"Bäcker, Konditoren und Konfektmacher"
5625,7512,Selbstständige ohne Beschäftigte,0,1,0.0,1090,4,2,"Bäcker, Konditoren und Konfektmacher"
5630,7513,Selbstständige mit Beschäftigten,0,1,5.0,400,4,2,Molkerei- und Käsereifachkräfte
5635,7513,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Molkerei- und Käsereifachkräfte
5640,7514,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Obst- und Gemüsekonservierer und verwandte Berufe
5645,7514,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Obst- und Gemüsekonservierer und verwandte Berufe
5650,7515,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Nahrungsmittel- und Getränkekoster und -klassierer
5655,7515,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Nahrungsmittel- und Getränkekoster und -klassierer
5660,7516,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Tabakaufbereiter und Tabakwarenmacher
5665,7516,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Tabakaufbereiter und Tabakwarenmacher
5670,7521,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Holztrockner und -konservierer
5675,7521,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Holztrockner und -konservierer
5680,7522,Selbstständige mit Beschäftigten,0,1,5.0,14750,4,2,Möbeltischler und verwandte Berufe
5685,7522,Selbstständige ohne Beschäftigte,0,1,0.0,12020,4,2,Möbeltischler und verwandte Berufe
5690,7523,Selbstständige mit Beschäftigten,0,1,5.0,1870,4,2,Einrichter und Bediener von Holzbearbeitungsmaschinen
5695,7523,Selbstständige ohne Beschäftigte,0,1,0.0,1310,4,2,Einrichter und Bediener von Holzbearbeitungsmaschinen
5700,7531,Selbstständige mit Beschäftigten,0,1,5.0,3290,4,2,"Herren- und Damenschneider, Kürschner und Hutmacher"
5705,7531,Selbstständige ohne Beschäftigte,0,1,0.0,5180,4,2,"Herren- und Damenschneider, Kürschner und Hutmacher"
5710,7532,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Schnittmustermacher und Zuschneider
5715,7532,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Schnittmustermacher und Zuschneider
5720,7533,Selbstständige mit Beschäftigten,0,1,5.0,870,4,2,"Näher, Sticker und verwandte Berufe"
5725,7533,Selbstständige ohne Beschäftigte,0,1,0.0,1250,4,2,"Näher, Sticker und verwandte Berufe"
5730,7534,Selbstständige mit Beschäftigten,0,1,5.0,900,4,2,Polsterer und verwandte Berufe
5735,7534,Selbstständige ohne Beschäftigte,0,1,0.0,970,4,2,Polsterer und verwandte Berufe
5740,7535,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Pelzveredler, Gerber und Fellzurichter"
5745,7535,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Pelzveredler, Gerber und Fellzurichter"
5750,7536,Selbstständige mit Beschäftigten,0,1,5.0,1520,4,2,Schuhmacher und verwandte Berufe
5755,7536,Selbstständige ohne Beschäftigte,0,1,0.0,1300,4,2,Schuhmacher und verwandte Berufe
5760,7541,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Taucher
5765,7541,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Taucher
5770,7542,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Sprengmeister und Sprengbeauftragte
5775,7542,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Sprengmeister und Sprengbeauftragte
5780,7543,Selbstständige mit Beschäftigten,0,1,5.0,700,4,2,Produkttester und -klassierer (ohne Nahrungsmittel und Getränke)
5785,7543,Selbstständige ohne Beschäftigte,0,1,0.0,980,4,2,Produkttester und -klassierer (ohne Nahrungsmittel und Getränke)
5790,7544,Selbstständige mit Beschäftigten,0,1,5.0,480,4,2,Kammerjäger und andere Schädlingsbekämpfungsberufe
5795,7544,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Kammerjäger und andere Schädlingsbekämpfungsberufe
5800,7549,Selbstständige mit Beschäftigten,0,1,5.0,7440,4,2,"Handwerks- und verwandte Berufe, anderweitig nicht genannt"
5805,7549,Selbstständige ohne Beschäftigte,0,1,0.0,3370,4,2,"Handwerks- und verwandte Berufe, anderweitig nicht genannt"
5810,8111,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bergleute und Grubenarbeiter
5815,8111,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bergleute und Grubenarbeiter
5820,8112,Selbstständige mit Beschäftigten,0,1,5.0,1450,4,2,Bediener von Mineral- und Gesteinsaufbereitungsanlagen
5825,8112,Selbstständige ohne Beschäftigte,0,1,0.0,1060,4,2,Bediener von Mineral- und Gesteinsaufbereitungsanlagen
5830,8113,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Tiefbohrer und verwandte Berufe
5835,8113,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Tiefbohrer und verwandte Berufe
5840,8114,Selbstständige mit Beschäftigten,0,1,5.0,290,4,2,"Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien"
5845,8114,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien"
5850,8121,Selbstständige mit Beschäftigten,0,1,5.0,250,4,2,Bediener von Anlagen in der Metallerzeugung und -umformung
5855,8121,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Anlagen in der Metallerzeugung und -umformung
5860,8122,Selbstständige mit Beschäftigten,0,1,5.0,390,4,2,"Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen"
5865,8122,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen"
5870,8131,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bediener von Anlagen und Maschinen für chemische Erzeugnisse
5875,8131,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Anlagen und Maschinen für chemische Erzeugnisse
5880,8132,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bediener von Anlagen für fotografische Erzeugnisse
5885,8132,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Anlagen für fotografische Erzeugnisse
5890,8141,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bediener von Maschinen zur Herstellung von Gummiwaren
5895,8141,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Maschinen zur Herstellung von Gummiwaren
5900,8142,Selbstständige mit Beschäftigten,0,1,5.0,360,4,2,Bediener von Maschinen zur Herstellung von Kunststoffwaren
5905,8142,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Maschinen zur Herstellung von Kunststoffwaren
5910,8143,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bediener von Maschinen zur Herstellung von Papierwaren
5915,8143,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Maschinen zur Herstellung von Papierwaren
5920,8151,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen"
5925,8151,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen"
5930,8152,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Bediener von Web-, Strick- und Wirkmaschinen"
5935,8152,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,"Bediener von Web-, Strick- und Wirkmaschinen"
5940,8153,Selbstständige mit Beschäftigten,0,1,5.0,290,4,2,Bediener von Nähmaschinen
5945,8153,Selbstständige ohne Beschäftigte,0,1,0.0,820,4,2,Bediener von Nähmaschinen
5950,8154,Selbstständige mit Beschäftigten,0,1,5.0,270,4,2,Bediener von Bleich- und Färbemaschinen
5955,8154,Selbstständige ohne Beschäftigte,0,1,0.0,250,4,2,Bediener von Bleich- und Färbemaschinen
5960,8155,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen
5965,8155,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen
5970,8156,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,Bediener von Maschinen zur Schuhherstellung und verwandte Berufe
5975,8156,Selbstständige ohne Beschäftigte,0,1,0.0,0,4,2,Bediener von Maschinen zur Schuhherstellung und verwandte Berufe
5980,8157,Selbstständige mit Beschäftigten,0,1,5.0,1280,4,2,Bediener von Wäschereimaschinen
5985,8157,Selbstständige ohne Beschäftigte,0,1,0.0,920,4,2,Bediener von Wäschereimaschinen
5990,8159,Selbstständige mit Beschäftigten,0,1,5.0,0,4,2,"Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt"
