"","X","ISCO.Code","Stellung.im.Beruf","is_supervisor","self_employed","n_employees","Anzahl","control_work","control_daily","Bezeichnung","isco88","isco88com","simple_wright","power_wright","oesch8","egp7","siops"
"125",620,"3112","Arbeiter*innen & Angestellte",0,0,0,155820,4,2,"Bautechniker","3112","3112","Expert workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","52.72"
"126",625,"3113","Arbeiter*innen & Angestellte",0,0,0,77250,4,2,"Elektrotechniker","3113","3113","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","46.00"
"127",630,"3114","Arbeiter*innen & Angestellte",0,0,0,115670,4,2,"Techniker im Bereich Elektronik","3114","3114","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","49.65"
"128",635,"3115","Arbeiter*innen & Angestellte",0,0,0,202200,4,2,"Maschinenbautechniker","3115","3115","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","46.00"
"129",640,"3116","Arbeiter*innen & Angestellte",0,0,0,30300,4,2,"Chemiebetriebs- und Verfahrenstechniker","3116","3116","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","46.00"
"130",645,"3117","Arbeiter*innen & Angestellte",0,0,0,19880,4,2,"Bergbau- und Hüttentechniker","3117","3117","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","54.00"
"131",650,"3118","Arbeiter*innen & Angestellte",0,0,0,112290,4,2,"Technische Zeichner","3118","3118","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","55.00"
"132",655,"3119","Arbeiter*innen & Angestellte",0,0,0,324080,4,2,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt","3119","3119","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","46.00"
"133",660,"3121","Arbeiter*innen & Angestellte",0,0,0,3340,4,2,"Produktionsleiter im Bergbau","1229","1229","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'I   Service class I'","45.94"
"134",665,"3122","Arbeiter*innen & Angestellte",0,0,0,314540,4,2,"Produktionsleiter bei der Herstellung von Waren","1222","1222","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'I   Service class I'","45.94"
"135",670,"3123","Arbeiter*innen & Angestellte",0,0,0,135780,4,2,"Bauleiter","1223","1223","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'I   Service class I'","45.94"
"136",675,"3131","Arbeiter*innen & Angestellte",0,0,0,26510,4,2,"Steuerer von Energieerzeugungsanlagen","8161","8161","Low skilled workers","Low skilled workers","'Technical (semi-)professionals'","'V   Manual supervisors/Lower grade technicians'","34.76"
"137",680,"3132","Arbeiter*innen & Angestellte",0,0,0,27780,4,2,"Steuerer von Verbrennungs- und Wasserbehandlungsanlagen","8163","8163","Low skilled workers","Low skilled workers","'Technical (semi-)professionals'","'V   Manual supervisors/Lower grade technicians'","34.91"
"138",685,"3133","Arbeiter*innen & Angestellte",0,0,0,920,4,2,"Steuerer von chemischen Verfahrensanlagen","8150","8150","Low skilled workers","Low skilled workers","'Technical (semi-)professionals'","'V   Manual supervisors/Lower grade technicians'","34.91"
"139",690,"3134","Arbeiter*innen & Angestellte",0,0,0,720,4,2,"Steurer von Erdöl- und Erdgasraffinationsanlagen","8155","8155","Low skilled workers","Low skilled workers","'Technical (semi-)professionals'","'V   Manual supervisors/Lower grade technicians'","43.00"
"140",695,"3135","Arbeiter*innen & Angestellte",0,0,0,1980,4,2,"Steuerer von Verfahren in der Metallerzeugung","8120","8120","Low skilled workers","Low skilled workers","'Technical (semi-)professionals'","'V   Manual supervisors/Lower grade technicians'","34.91"
"141",700,"3139","Arbeiter*innen & Angestellte",0,0,0,960,4,2,"Techniker in der Prozesssteuerung, anderweitig nicht genannt","8290","8290","Low skilled workers","Low skilled workers","'Technical (semi-)professionals'","'VI  Skilled workers'","34.91"
"142",705,"3141","Arbeiter*innen & Angestellte",0,0,0,45700,4,2,"Biotechniker (ohne medizinische Fachberufe)","3211","3211","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","52.00"
"143",710,"3142","Arbeiter*innen & Angestellte",0,0,0,19360,4,2,"Agrartechniker","3212","3212","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","48.57"
"144",715,"3143","Arbeiter*innen & Angestellte",0,0,0,15680,4,2,"Forsttechniker","3212","3212","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","49.00"
"145",720,"3151","Arbeiter*innen & Angestellte",0,0,0,3860,4,2,"Technische Schiffsoffiziere","3141","3141","Expert workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","60.00"
"146",725,"3152","Arbeiter*innen & Angestellte",0,0,0,12340,4,2,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen","3142","3142","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","55.44"
"147",730,"3153","Arbeiter*innen & Angestellte",0,0,0,14600,4,2,"Flugzeugführer und verwandte Berufe","3143","3143","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'I   Service class I'","66.00"
"148",735,"3154","Arbeiter*innen & Angestellte",0,0,0,5100,4,2,"Flugverkehrslotsen","3144","3144","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'I   Service class I'","59.00"
"149",740,"3155","Arbeiter*innen & Angestellte",0,0,0,710,4,2,"Flugsicherungstechniker","3145","3145","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","59.00"
"150",745,"3211","Arbeiter*innen & Angestellte",0,0,0,35620,4,2,"Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte","3133","3133","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","58.00"
"151",750,"3212","Arbeiter*innen & Angestellte",0,0,0,49610,4,2,"Medizintechniker im Bereich Labor und Pathologie","3211","3211","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","54.58"
"152",755,"3213","Arbeiter*innen & Angestellte",0,0,0,86270,4,2,"Pharmazeutisch-technische Assistenten","3228","3228","Low skilled workers","Low skilled workers","'Technical (semi-)professionals'","'II  Service class II'","44.00"
"153",760,"3214","Arbeiter*innen & Angestellte",0,0,0,74810,4,2,"Medizinische und zahnmedizinische Prothetiktechniker","7311","7311","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'V   Manual supervisors/Lower grade technicians'","60.00"
"154",765,"3221","Arbeiter*innen & Angestellte",0,0,0,1187820,4,2,"Nicht akademische Krankenpflegefachkräfte","3231","3231","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'III Routine non-manual'","44.00"
"155",770,"3222","Arbeiter*innen & Angestellte",0,0,0,1120,4,2,"Nicht akademische Geburtshilfefachkräfte","3232","3232","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'III Routine non-manual'","44.00"
"156",775,"3230","Arbeiter*innen & Angestellte",0,0,0,0,4,2,"Nicht akademische Fachkräfte in traditioneller und komplementärer Medizin","3241","3229","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","50.27"
"157",780,"3240","Arbeiter*innen & Angestellte",0,0,0,7910,4,2,"Veterinärmedizinische Fachkräfte und Assistenten","3227","3227","Low skilled workers","Low skilled workers","'Service workers'","'II  Service class II'","48.00"
"158",785,"3251","Arbeiter*innen & Angestellte",0,0,0,203640,4,2,"Zahnmedizinische Assistenten und Dentalhygieniker","3225","3225","Low skilled workers","Low skilled workers","'Service workers'","'II  Service class II'","49.87"
"159",790,"3252","Arbeiter*innen & Angestellte",0,0,0,13040,4,2,"Fachkräfte im Bereich medizinische Dokumentation und Information","3229","3229","Skilled workers","Skilled workers","'Technical (semi-)professionals'","'II  Service class II'","49.87"
"160",795,"3253","Arbeiter*innen & Angestellte",0,0,0,6780,4,2,"Fachkräfte in der öffentlichen Gesundheitsfürsorge","3229","3229","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","49.87"
"161",800,"3254","Arbeiter*innen & Angestellte",0,0,0,48480,4,2,"Augenoptiker","3224","3224","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","57.00"
"162",805,"3255","Arbeiter*innen & Angestellte",0,0,0,23120,4,2,"Physiotherapeutische Techniker und Assistenten","3226","3226","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","49.87"
"163",810,"3256","Arbeiter*innen & Angestellte",0,0,0,514680,4,2,"Medizinische Assistenten","3221","3221","Low skilled workers","Low skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","50.00"
"164",815,"3257","Arbeiter*innen & Angestellte",0,0,0,96850,4,2,"Nicht akademische Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe","3152","3152","Expert workers","Skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","48.00"
"165",820,"3258","Arbeiter*innen & Angestellte",0,0,0,80000,4,2,"Rettungsdienstpersonal","3152","3152","Expert workers","Skilled workers","'Service workers'","'II  Service class II'","49.87"
"166",825,"3259","Arbeiter*innen & Angestellte",0,0,0,7190,4,2,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt","3229","3229","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","49.89"
"167",830,"3311","Arbeiter*innen & Angestellte",0,0,0,38150,4,2,"Wertpapierhändler, -makler und Finanzmakler","3411","3411","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","56.00"
"168",835,"3312","Arbeiter*innen & Angestellte",0,0,0,69170,4,2,"Kreditsachbearbeiter","3419","3419","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","45.93"
"169",840,"3313","Arbeiter*innen & Angestellte",0,0,0,416590,4,2,"Nicht akademische Fachkräfte im Rechnungswesen","3433","3433","Low skilled workers","Low skilled workers","'(Associate) managers'","'III Routine non-manual'","43.81"
"170",845,"3314","Arbeiter*innen & Angestellte",0,0,0,710,4,2,"Nicht akademische statistische, mathematische und verwandte Fachkräfte","3434","3434","Expert workers","Skilled workers","'(Associate) managers'","'II  Service class II'","51.00"
"171",850,"3315","Arbeiter*innen & Angestellte",0,0,0,4920,4,2,"Schätzer und Schadensgutachter","3417","3417","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","48.97"
"172",855,"3321","Arbeiter*innen & Angestellte",0,0,0,130690,4,2,"Versicherungsvertreter","3412","3412","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","46.00"
"173",860,"3322","Arbeiter*innen & Angestellte",0,0,0,443600,4,2,"Vertriebsagenten","3415","3415","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","47.00"
"174",865,"3323","Arbeiter*innen & Angestellte",0,0,0,125930,4,2,"Einkäufer","3416","3416","Expert workers","Skilled workers","'(Associate) managers'","'II  Service class II'","48.86"
"175",870,"3324","Arbeiter*innen & Angestellte",0,0,0,2580,4,2,"Handelsmakler","3421","3421","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","55.00"
"176",875,"3331","Arbeiter*innen & Angestellte",0,0,0,47290,4,2,"Fachkräfte für Abrechnungs- und Speditionsdienstleistungen","3422","3422","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","47.61"
"177",880,"3332","Arbeiter*innen & Angestellte",0,0,0,47090,4,2,"Konferenz- und Veranstaltungsplaner","3414","3414","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","47.61"
"178",885,"3333","Arbeiter*innen & Angestellte",0,0,0,51590,4,2,"Arbeits- und Personalvermittler","3423","3423","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","47.61"
"179",890,"3334","Arbeiter*innen & Angestellte",0,0,0,153540,4,2,"Immobilienmakler und -verwalter","3413","3413","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","49.00"
"180",895,"3339","Arbeiter*innen & Angestellte",0,0,0,16950,4,2,"Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt","3429","3429","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","42.15"
"181",900,"3341","Arbeiter*innen & Angestellte",0,0,0,461490,4,2,"Sekretariatsleiter","3431","3431","Low skilled workers","Low skilled workers","'Clerks'","'II  Service class II'","48.81"
"182",905,"3342","Arbeiter*innen & Angestellte",0,0,0,133990,4,2,"Sekretariatsfachkräfte im juristischen Bereich","3431","3431","Low skilled workers","Low skilled workers","'Clerks'","'II  Service class II'","48.81"
"183",910,"3343","Arbeiter*innen & Angestellte",0,0,0,357970,4,2,"Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","3431","3431","Low skilled workers","Low skilled workers","'(Associate) managers'","'II  Service class II'","48.81"
"184",915,"3344","Arbeiter*innen & Angestellte",0,0,0,169230,4,2,"Sekretariatsfachkräfte im Gesundheitswesen","3431","3431","Low skilled workers","Low skilled workers","'Clerks'","'II  Service class II'","48.81"
"185",920,"3351","Arbeiter*innen & Angestellte",0,0,0,44420,4,2,"Fachkräfte im Zolldienst und Grenzschutz","3441","3441","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","54.64"
"186",925,"3352","Arbeiter*innen & Angestellte",0,0,0,87520,4,2,"Fachkräfte in der Steuerverwaltung","3442","3442","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","52.00"
"187",930,"3353","Arbeiter*innen & Angestellte",0,0,0,158450,4,2,"Fachkräfte in Sozialverwaltung und -versicherung","3443","3443","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","54.64"
"188",935,"3354","Arbeiter*innen & Angestellte",0,0,0,4890,4,2,"Fachkräfte bei staatlichen Pass-, Lizenz- und Genehmigungsstellen","3444","3444","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","54.64"
"189",940,"3355","Arbeiter*innen & Angestellte",0,0,0,80350,4,2,"Polizeikommissare und Kriminalbeamte","3450","3450","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","54.64"
"190",945,"3359","Arbeiter*innen & Angestellte",0,0,0,17660,4,2,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt","3449","3449","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","54.64"
"191",950,"3411","Arbeiter*innen & Angestellte",0,0,0,68170,4,2,"Nicht akademische Fachkräfte für Rechts- und verwandte Angelegenheiten","3432","3432","Skilled workers","Skilled workers","'(Associate) managers'","'II  Service class II'","54.17"
"192",955,"3412","Arbeiter*innen & Angestellte",0,0,0,245610,4,2,"Nicht akademische sozialpflegerische Fachkräfte","3460","3460","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'III Routine non-manual'","49.00"
"193",960,"3413","Arbeiter*innen & Angestellte",0,0,0,5610,4,2,"Ordensbrüder/-schwestern und Seelsorgehelfer","3480","3480","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'III Routine non-manual'","39.00"
"194",965,"3421","Arbeiter*innen & Angestellte",0,0,0,9430,4,2,"Athleten und Berufssportler","3475","3475","Skilled workers","Skilled workers","'Service workers'","'II  Service class II'","48.62"
"195",970,"3422","Arbeiter*innen & Angestellte",0,0,0,53680,4,2,"Sportlehrer, Sporttrainer und Sportfunktionäre","3475","3475","Skilled workers","Skilled workers","'Service workers'","'II  Service class II'","50.00"
"196",975,"3423","Arbeiter*innen & Angestellte",0,0,0,59630,4,2,"Trainer und Betreuer im Bereich Fitness und Erholung","3340","3340","Skilled workers","Skilled workers","'Service workers'","'III Routine non-manual'","49.63"
"197",980,"3431","Arbeiter*innen & Angestellte",0,0,0,12870,4,2,"Fotografen","3131","3131","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","45.69"
"198",985,"3432","Arbeiter*innen & Angestellte",0,0,0,26120,4,2,"Raumgestalter und Dekorateure","3471","3471","Skilled workers","Skilled workers","'Socio-cultural (semi-)professionals'","'II  Service class II'","38.00"
